"sector","value","cntry_key"
"cf",91.9097965793515,"Aruba"
"mar",92.5075614281329,"Aruba"
"mmw",91.685340398099,"Aruba"
"tour",91.4087992263097,"Aruba"
"wte",92.7381869621,"Aruba"
