"rgn_id","species_code","year","tonnes"
1,143,2006,44363
1,143,2007,49957
1,143,2008,47721
1,143,2009,50407
1,143,2010,54792
1,143,2011,50991
1,143,2012,49409
1,144,2003,51375
1,144,2004,58931
1,144,2005,60916
1,144,2006,61067
1,144,2007,61844
1,144,2008,65977
1,144,2009,66021
1,144,2010,85809
1,144,2011,80212
1,144,2012,95118
1,145,2003,26715
1,145,2004,30109
1,145,2005,17251
1,145,2006,15520
1,145,2007,16549
1,145,2008,23141
1,145,2009,26672
1,145,2010,24978
1,145,2011,47589
1,145,2012,49551
1,146,2003,9648
1,146,2004,8791
1,146,2005,12075
1,146,2006,13132
1,146,2007,16898
1,146,2008,18694
1,146,2009,8791
1,146,2010,21208
1,146,2011,17401
1,146,2012,15262
1,147,2003,164899
1,147,2004,177255
1,147,2005,210103
1,147,2006,243950
1,147,2007,219819
1,147,2008,271451
1,147,2009,264851
1,147,2010,229193
1,147,2011,283109
1,147,2012,316354
1,148,2003,753103
1,148,2004,740598
1,148,2005,788022
1,148,2006,915089
1,148,2007,615444
1,148,2008,750112
1,148,2009,697994
1,148,2010,470844
1,148,2011,812270
1,148,2012,897116
1,149,2003,26
1,149,2004,26
1,149,2005,30
1,149,2006,30
1,149,2007,0
1,149,2008,0
1,149,2009,0
1,149,2010,0
1,149,2011,0
1,149,2012,0
1,150,2003,35178
1,150,2004,4867
1,150,2005,8081
1,150,2006,15680
1,150,2007,12095
1,150,2008,11155
1,150,2009,15369
1,150,2010,30955
1,150,2011,30126
1,150,2012,15061
1,151,2003,25338
1,151,2004,35661
1,151,2005,43555
1,151,2006,34266
1,151,2007,46161
1,151,2008,54137
1,151,2009,60631
1,151,2010,68003
1,151,2011,76507
1,151,2012,88059
1,152,2003,37010
1,152,2004,40465
1,152,2005,38681
1,152,2006,46223
1,152,2007,54873
1,152,2008,36250
1,152,2009,40253
1,152,2010,45012
1,152,2011,56313
1,152,2012,52328
1,153,2003,8878
1,153,2004,13003
1,153,2005,16446
1,153,2006,17237
1,153,2007,14994
1,153,2008,15518
1,153,2009,18868
1,153,2010,17111
1,153,2011,11632
1,153,2012,13176
1,154,2003,39329
1,154,2004,38066
1,154,2005,40011
1,154,2006,42203
1,154,2007,49291
1,154,2008,50947
1,154,2009,49118
1,154,2010,52243
1,154,2011,64838
1,154,2012,65712
1,155,2003,4689
1,155,2004,7042
1,155,2005,4965
1,155,2006,4544
1,155,2007,5382
1,155,2008,8274
1,155,2009,11521
1,155,2010,5372
1,155,2011,8463
1,155,2012,10431
1,156,2003,786113
1,156,2004,796518
1,156,2005,906022
1,156,2006,1004555
1,156,2007,1165311
1,156,2008,1137039
1,156,2009,1276770
1,156,2010,1407467
1,156,2011,1306124
1,156,2012,1419956
1,157,2003,598138
1,157,2004,627666
1,157,2005,675428
1,157,2006,652402
1,157,2007,448667
1,157,2008,479902
1,157,2009,637373
1,157,2010,702157
1,157,2011,707401
1,157,2012,764395
1,158,2003,136336
1,158,2004,177137
1,158,2005,208471
1,158,2006,218003
1,158,2007,258688
1,158,2008,224967
1,158,2009,203795
1,158,2010,207838
1,158,2011,203266
1,158,2012,214346
1,159,2003,3342
1,159,2004,6554
1,159,2005,5703
1,159,2006,8552
1,159,2007,7428
1,159,2008,3023
1,159,2009,0
1,159,2010,0
1,159,2011,0
1,159,2012,0
1,160,2003,49219
1,160,2004,59840
1,160,2005,69162
