"sector","value","cntry_key"
"cf",90.8664032881977,"Aruba"
"mar",91.6523756087986,"Aruba"
"mmw",90.670638247999,"Aruba"
"tour",91.1406040696417,"Aruba"
"wte",92.323579665,"Aruba"
