"sector","value","cntry_key"
"cf",184449.058749242,"Aruba"
"mar",107968.633252865,"Aruba"
"mmw",51.7380288461538,"Aruba"
"tour",278378.170487879,"Aruba"
"wte",58.8675,"Aruba"
