"rgn_id","year","usd"
1,1996,9059340117
1,1997,58909346720.169
1,1998,337763894668.2
1,1999,42560304080.2
1,2000,44725670712.6667
1,2001,141994998115.412
1,2002,229508050179.479
1,2003,214200805092.865
1,2004,294448073951.009
1,2005,312588472116.956
1,2006,337125894721.297
1,2007,368114019706.633
1,2008,399426460570.281
1,2009,394790344312.893
1,2010,417349430437.008
1,2011,466675708430.285
