"rgn_id","year","popsum"
1,2005,118273.966987574
1,2006,106603.804443983
1,2007,109924.753373296
1,2008,113245.697069565
1,2009,116566.635370945
1,2010,137288.792578616
1,2011,123258.079895866
1,2012,126628.565834623
1,2013,129999.057869604
1,2014,133369.551253308
1,2015,156587.320093438
