"sector","value","cntry_key"
"cf",8968.28577585634,"Aruba"
"ph",8336.14066516398,"Aruba"
"sb",10543.2749781115,"Aruba"
"tour",25170.1068288056,"Aruba"
"tran",28600.480785728,"Aruba"
